#,STATUS,Location ID,Title,Address,ORGANIZATIONS,LAT,LONG,PROJECT_DESCRIPTION,PROJECT_DATE,END_DATE,Id,Source,URL,Slug
327,**dupe??,74,Hamm Creek – 2,,King County Wastewater Treatment Division,47.5,-122.3,"Hamm Creek Habitat Restoration Project: 2,300 feet of new riparian stream bed and channel for Hamm Creek. A one-acre estuarine marsh was constructed. Together with the U.S. Army Corps of Engineers, from 1999 - 2000 King County created 2,300 feet of new riparian stream bed and channel for Hamm Creek. The Elliott Bay/Duwamish Restoration Program designed and monitored a one-acre estuarine marsh with fish-passable connection to the Duwamish Waterway. The enhanced freshwater Hamm Creek channel features meanders, fish pools, and large woody debris. The intertidal habitat was planted with native estuarine marsh vegetation in spring 2000.",,,{{unlisted}},A:45,n/a,Hamm Creek – 2
328,,75,"Hawley Revetment, LG-7",,{{Unlisted}},47.37,-122.25,,2010-01-01T00:00:00,2015-01-01T00:00:00,09-LG-015,B:171,http://waconnect.paladinpanoramic.com/project/250/8567,"Hawley Revetment, LG-7"
329,**dupe??,76,Herring's House,,King County Wastewater Treatment Division,47.5,-122.3,"Herring's House Park and Intertidal Habitat Restoration Proejct: Removal of mill structures, a shoreline dock, and contaminated sediments. A 1.8 acre intertidal bay was created, with fringing emergent vegetation in an intertidal zone. Riparian vegetation was also planted to create a riparian buffer.",,,{{unlisted}},"A:46, A:47",n/a,Herring's House
330,,77,Horsehead Bend Off-Channel Habitat Restoration at RM 26 LG-3,,{{Unlisted}},47.5,122.3,,2010-01-01T00:00:00,2010-12-31T00:00:00,09-LG-016,B:172,http://waconnect.paladinpanoramic.com/project/250/8613,Horsehead Bend Off-Channel Habitat Restoration at RM 26 LG-3
331,,78,"Horseneck Off-Channel Habitat Restoration at RM 25.9,  LG-4",,{{Unlisted}},47.5,122.3,,2011-01-01T00:00:00,2013-12-31T00:00:00,09-LG-017,B:173,http://waconnect.paladinpanoramic.com/project/250/8614,"Horseneck Off-Channel Habitat Restoration at RM 25.9,  LG-4"
332,,79,"Howard Hanson Dam Downstream Fish Passage Facility, UG-4",,{{Unlisted}},47.5,122.3,,2010-01-01T00:00:00,2011-12-31T00:00:00,09-LG-018,B:174,http://waconnect.paladinpanoramic.com/project/250/8615,"Howard Hanson Dam Downstream Fish Passage Facility, UG-4"
333,,80,Icy Creek Acquisition MG-20,,{{Unlisted}},47.28,-121.98,,2013-01-01T00:00:00,2015-12-31T00:00:00,09-LG-019,B:175,http://waconnect.paladinpanoramic.com/project/250/17098,Icy Creek Acquisition MG-20
334,,81,Inspection Sites,,"EPA, Ecology, City of Tukwila, King County, City of Seattle, Seattle Public Utilities",47.5,-122.3,"As part of Region 10's enforcement strategy, EPA will focus enforcement and compliance efforts on industrial stormwater discharges to the Lower Duwamish waterway. This will include source tracing activities, collaborative discussions with relevant agencies, and fine-tuning the Duwamish target list. EPA will conduct inspections and ensure appropriate follow-up enforcement.",,,{{unlisted}},A:48,n/a,Inspection Sites
335,,82,"Instream Habitat Improvement, UG-2",,{{Unlisted}},47.5,122.3,,0001-01-01T00:00:00,0001-01-01T00:00:00,09-LG-020,B:176,http://waconnect.paladinpanoramic.com/project/250/8616,"Instream Habitat Improvement, UG-2"
336,,83,John Beal Patrol,,WRIA9 Municipalities,47.5,-122.3,"Grants to seven projects including pre-project aquatic monitoring of Elliott Bay shoreline restoration at Olympic Sculpture Park, farm buffer restoration, John Beal citizen patrol of the Duwamish, citizen monitoring of lakes in Maple Valley, purchase of property on Hamm Creek, design of Kent park, natural yard care, agriculture land restoration, preparation to purchase Carosino property on the Duwamish, restoration of Miller/Walker Creek, and monitoring of Lake Sawyer",,,{{unlisted}},A:49,n/a,John Beal Patrol
337,,84,"Johnson Creek Acquisition and Restortion between RM 17.3 and 16.0, LG-11",,{{Unlisted}},47.5,122.3,,0001-01-01T00:00:00,0001-01-01T00:00:00,09-LG-021,B:177,http://waconnect.paladinpanoramic.com/project/250/8617,"Johnson Creek Acquisition and Restortion between RM 17.3 and 16.0, LG-11"
338,,85,"Kaech Side Channel Rehabitlitation, MG-14",,{{Unlisted}},47.5,122.3,,2010-01-01T00:00:00,2015-01-01T00:00:00,09-MG-001,B:178,http://waconnect.paladinpanoramic.com/project/250/8618,"Kaech Side Channel Rehabitlitation, MG-14"
339,,87,Kanaskat - Phase 3,,{{Unlisted}},47.31,-121.88,,0001-01-01T00:00:00,0001-01-01T00:00:00,09-MG-002,B:179,http://waconnect.paladinpanoramic.com/project/250/17355,Kanaskat - Phase 3
340,,88,Kanaskat North,,{{Unlisted}},47.32,-121.88,,0001-01-01T00:00:00,0001-01-01T00:00:00,09-MG-003,B:180,http://waconnect.paladinpanoramic.com/project/250/17353,Kanaskat North
341,,89,Kellogg Island Rehabilitation DUW-13,,{{Unlisted}},47.5,122.3,,2008-10-03T00:00:00,2018-10-31T00:00:00,09-MG-006,B:181,http://waconnect.paladinpanoramic.com/project/250/8619,Kellogg Island Rehabilitation DUW-13
342,,90,Kenco Marine (Turning Basin No. 3),,Muckleshoot Tribe,47.5,-122.3,"Kenco Marine (Turning Basin No. 3). Remove Dock and Dolphins,  Remove Grounded Barges, Remove Building (asbestos, lead paint), Remove Fill to Pull Back Bank, Daylight Subtidal and Intertidal, Create and Plant Marsh Bench, Create and Plant Riparian Slope. Portions of the area had already been restored to natural wetlands by federal agencies, including the National Oceanic and Atmospheric Administration (NOAA), the U.S. Fish and Wildlife Service (FWS), and the Port of Seattle, under a Coastal America Partnership. The Panel funded the purchase of additional land to increase estuarine habitat in this area, to be held under the trusteeship of the Muckleshoot Tribe.",,,{{unlisted}},A:51,n/a,Kenco Marine (Turning Basin No. 3)
343,,91,Kenco/City Light South,,Seattle City Light,47.56,-122.312903,"""Kenco/City Light South"" site",,,{{unlisted}},A:52,n/a,Kenco/City Light South
344,,92,Kent Park,,WRIA9 Municipalities,47.5,-122.3,"Grants to seven projects including pre-project aquatic monitoring of Elliott Bay shoreline restoration at Olympic Sculpture Park, farm buffer restoration, John Beal citizen patrol of the Duwamish, citizen monitoring of lakes in Maple Valley, purchase of property on Hamm Creek, design of Kent park, natural yard care, agriculture land restoration, preparation to purchase Carosino property on the Duwamish, restoration of Miller/Walker Creek, and monitoring of Lake Sawyer",,,{{unlisted}},A:53,n/a,Kent Park
345,,93,Kuhlmann-Thomas Creek,,Wild Fish Conservancy,47.62,-122.343031,"Kuhlmann-Thomas Creek R6. WFC will remove a partial barrier to fish passage at the Kuhlmann Property on Thomas Creek and install a 10' span x 15' long x 5' wide precast box culvert. The deck of the culvert will serve as the road surface. Some resurfacing of the road will be necessary, but the road elevation doesn't need to be altered as it may affect the wetland hydrology and increase the footprint area into the wetland.",,,{{unlisted}},A:54,n/a,Kuhlmann-Thomas Creek
346,,94,Lake Sawyer,,WA Dept. of Ecology,47.5,-122.3,"Ecology developed a TMDL in 1991 for Lake Sawyer in the city of Black Diamond. The Lake Sawyer Total Phosphorus TMDL set the total phosphorus target concentration for Lake Sawyer at 16 µg/L. EPA approved the TMDL in 1993. A 2002 Ecology assessment found that continuing phosphorus control is needed in the Lake Sawyer watershed to help the lake meet and maintain water quality standards into the future. The diversion of Black Diamond’s wastewater treatment discharge from the natural wetland above Lake Sawyer to a sewer line successfully reduced the majority of nutrient input to the lake and significantly helped the lake to recover. Since re-directing Black Diamond’s wastewater away from Lake Sawyer, there has been a steady decline in phosphorus but the lake still has too much. Ecology developed the Lake Sawyer Total Phosphorus Total Maximum Daily Load Water Quality Implementation Plan, a follow up document to the 1993 TMDL. The Lake Sawyer Steering Committee will serve as sounding board for implementation projects, monitoring updates, and adaptive management. Black Diamond will continue to contract with King County’s Lake Stewardship Program to monitor phosphorus in Lake Sawyer to track trends in lake quality and enable adaptive management. Ecology finalized the water quality implementation plan and sent copies to EPA in June 2009. ",,,{{unlisted}},A:55,n/a,Lake Sawyer
347,,95,"Levee Setback to Reconnect Floodplain/Allow Channel Migration RM 36-35.3, MG-12",,{{Unlisted}},47.5,122.3,,2001-05-03T00:00:00,2006-12-11T00:00:00,09-MG-007A,B:182,http://waconnect.paladinpanoramic.com/project/250/8620,"Levee Setback to Reconnect Floodplain/Allow Channel Migration RM 36-35.3, MG-12"
348,,96,Lones - Turley Levee Conceptual Design,,{{Unlisted}},47.5,122.3,,2001-01-01T00:00:00,2017-12-31T00:00:00,09-MG-007B,B:183,http://waconnect.paladinpanoramic.com/project/250/40039,Lones - Turley Levee Conceptual Design
349,,97,"Lones Levee Manipulation near RM 38, MG-9",,{{Unlisted}},47.5,122.3,,2007-01-01T00:00:00,2010-12-31T00:00:00,09-MG-008,B:184,http://waconnect.paladinpanoramic.com/project/250/8621,"Lones Levee Manipulation near RM 38, MG-9"
350,,98,"Lones Levee/Turley Levee  near RM37-37.5, MG-9",,{{Unlisted}},47.5,122.3,,2017-01-01T00:00:00,2020-12-31T00:00:00,09-MG-009B,B:185,http://waconnect.paladinpanoramic.com/project/250/39983,"Lones Levee/Turley Levee  near RM37-37.5, MG-9"
351,,99,Longfellow Creek Restoration,,Seattle Parks,47.53,-122.364203,Levy provides funding for Green Seattle Partnership; to restore forested park land. The West Duwamish Greenbelt is over 800 and the largest contiguous forest in Seattle. Longfellow Creek greenspace is also a project in the watershed.,2016-01-04T00:00:00,2019-06-30T00:00:00,09-MG-009Conceptual,"A:56, B:186",http://waconnect.paladinpanoramic.com/project/250/18632,Longfellow Creek
352,**dupe??,100,Longfellow Creek – 2,,Seattle Public Utilities,47.61,-122.332071,"Longfellow Creek: many restoration projects. Improve flow, erosion control and fish passage, control invasive weeds, conducted spawning surveys. ",,,{{unlisted}},A:57,n/a,Longfellow Creek – 2
353,,101,Longfellow Creek at Thistle Street,,Seattle Public Utilities,47.53,-122.366014,"Longfellow Creek at Thistle Street: Improve the quality of 7,500 square feet (.17 acres) of riparian area bordering LongfellowCreek adjacent to Chief Seattle High School.• Determine the survival rates of a 2003 planting project and remove  invasive species cover, including Himalayan blackberry using manual control methods.• Plant native species in 7500 sq ft.• Use EarthCorps’ Summer Parks Corps program.",,,{{unlisted}},A:58,n/a,Longfellow Creek at Thistle Street
354,,102,Lower Fauntleroy Creek,,Seattle Public Utilities,47.55,-122.383075,"Lower Fauntleroy Creek and Estuary Water Quality and Habitat Enhancements: • Restored 895 sq ft of stream channel. Reconfigured the channel along the lower 200 feet of Fauntleroy Creek.• Installed over 1,400 native plants along the 9 ft riparian area on either side of the channel, for a total of 2,690 sq ft. The property owners planted hundreds more.• Treated a small patch of reed canary grass• Over 90 coho salmon have been seen using the channel in a single season since the restoration of the channel.",,,{{unlisted}},A:59,n/a,Lower Fauntleroy Creek
355,,103,Lower Green River Tier 1,,{{Unlisted}},47.5,122.3,,2016-01-04T00:00:00,2017-12-31T00:00:00,09-MG-009D,B:187,http://waconnect.paladinpanoramic.com/project/250/13572,Lower Green River Tier 1
356,**dupe??,104,"Lowest Russell Road - Mainstem Maintenace, LG-10",,{{Unlisted}},47.5,-122.3,,2010-01-01T00:00:00,2015-01-01T00:00:00,09-MG-015,"B:193, B:195",http://waconnect.paladinpanoramic.com/project/250/8645,"Lowest Russell Road - Mainstem Maintenace, LG-10"
357,,105,Magnolia sewer facility,,King County Wastewater Treatment Division,47.5,-122.3,King County is building a new gravity sewer pipeline and an underground storage tank in Magnolia. This facility will store peak combined sewer flows so that discharges of untreated wastewater and stormwater are limited to no more than one per year on a long-term average.,,,{{unlisted}},A:61,n/a,Magnolia sewer facility
358,,106,Maple Valley – Lakes,,WRIA9 Municipalities,47.5,-122.3,"Grants to seven projects including pre-project aquatic monitoring of Elliott Bay shoreline restoration at Olympic Sculpture Park, farm buffer restoration, John Beal citizen patrol of the Duwamish, citizen monitoring of lakes in Maple Valley, purchase of property on Hamm Creek, design of Kent park, natural yard care, agriculture land restoration, preparation to purchase Carosino property on the Duwamish, restoration of Miller/Walker Creek, and monitoring of Lake Sawyer",,,{{unlisted}},A:62,n/a,Maple Valley – Lakes
359,,107,Marysville to Brown's Point,,Army Corps of Engineers / EPA,47.5,-122.3,Phase I included the highly developed eastern shoreline of PS between Marysville and Brown's Point north of Tacoma - including the tidally influenced portions of the Duwamish and Snohomish Rivers. The area for Phase II of the study is still to be determined.,,,{{unlisted}},A:14,n/a,Marysville to Brown's Point
360,,108,"Massey Creek Pocket Estuary Restoration in Des Moines, NS-13",,{{Unlisted}},47.5,122.3,,2004-01-01T00:00:00,2013-12-31T00:00:00,09-MG-019,B:197,http://waconnect.paladinpanoramic.com/project/250/8646,"Massey Creek Pocket Estuary Restoration in Des Moines, NS-13"
361,,109,Maury Island Marine Park Re-vegetation and Monitoring,,{{Unlisted}},47.38,-122.4,,0001-01-01T00:00:00,0001-01-01T00:00:00,09-MG-021,"B:199, B:198",http://waconnect.paladinpanoramic.com/project/250/16962,Maury Island Marine Park Re-vegetation and Monitoring
362,,110,McSorley Cr Pocket Estuary Restoration Construction,,King County DNR & Parks and subdivision WLRD,47.37,-122.32,"McSorley Creek Pocket Estuary Restoration Design.  Complete a feasibility study and select a preferred restoration alternative for the McSorley Creek Pocket Estuary at Saltwater State Park in Des Moines. The preferred alternative will be developed to preliminary and then final project design in accordance with Manual 18 Appendix D-2 and D-3. The future restoration project will a) remove fill material to restore natural ecosystem processes to 1 acre of intertidal habitat at the creek delta, b) remove rock armoring along 150 feet along both banks of McSorley Creek upstream from the mouth, c) restore the stream channel, and d) remove as much of the 2500 feet of marine shoreline armoring as possible to maximize habitat benefits while maintaining protection of known cultural resources.",2011-04-01T00:00:00,2012-09-30T00:00:00,09-MG-022,"A:63, B:200",http://waconnect.paladinpanoramic.com/project/250/29654,McSorley Creek Pocket Estuary
363,,111,McSorley Cr Pocket Estuary Restoration Design,,{{Unlisted}},47.37,-122.32,,2006-06-01T00:00:00,2008-07-24T00:00:00,09-MG-023,B:201,http://waconnect.paladinpanoramic.com/project/250/8653,McSorley Cr Pocket Estuary Restoration Design
364,??missing,112,Mechanical Replacement,,King County Wastewater Treatment Division,47.5,-122.3,"The purpose of this project is to replace 1960s era mechanical and electrical equipment, upgrade the HVAC systems, provide standby power generation capacity to power the pumps, provide odor control, and increase overall pump station capacity from 122 million gallons per day (mgd) to 133 mgd. The pump station will remain in operation throughout construction. Work will include constructing a new generator building to provide emergency power and improve the pump station's reliability, replacing all three pumps (one per summer), replace/upgrade mechanical, electrical, and controls equipment, upgrade the HVAC systems, and increase pump station capacity from 122 mgd to 133 mgd.",,,{{unlisted}},A:64,n/a,Mechanical Replacement
365,,113,Meridian Valley Creek,,WRIA9 Municipalities,47.5,-122.3,Meridian Valley Creek Realignment Restoration - Design and Permitting - conduct design and permitting for relocation of a stream to improve fish passage and habitat,,,{{unlisted}},A:65,n/a,Meridian Valley Creek
366,,114,Metro-Renton wastewater treatment plant,,WA Dept. of Ecology,47.5,-122.3,"Duwamish and Lower Green River: To protect water quality, the decision was made to remove the point source (Metro-Renton wastewater treatment plant) from the Green River, and instead discharge the effluent to Puget Sound at Alki Point. Only emergency discharges to the Green River are allowed from the wastewater treatment plant. Discharges for maintenance were authorized only during high flow periods, and only for a few hours. Subsequently, the wasteload allocation (WLA) for the wastewater plant was set to zero for routine discharges. Ecology submitted a TMDL to EPA with an established WLA for the wastewater plant. EPA approved the TMDL on December 29, 1992. The city of Seattle conducted bi-weekly monitoring at the three Duwamish River and Waterway stations for dissolved oxygen and biological oxygen demand (BOD 5-day). They also monitored water quality in the Green River for ammonia, total suspended solids, and heavy metals during the infrequent plant discharges.",,,{{unlisted}},A:66,n/a,Metro-Renton wastewater treatment plant
367,,115,Metzler Park,,King Conservation District,47.5,-122.3,Restoration of side channel to improve habitat conditions for fish at Metzler Park. Acquisition of 30 acres of important habitat,,,{{unlisted}},A:67,n/a,Metzler Park
368,,116,Kanaskat - Middle Green,,King County DNR & Parks and subdivision WLRD,47.31,-121.86,"Kanaskat property acquisitions, near one of the highest density chinook spawning areas in the Green River.",2001-05-03T00:00:00,2005-09-26T00:00:00,09-MG-025,"A:50, B:202, B:203",http://waconnect.paladinpanoramic.com/project/250/17354,Kanaskat
369,??missing,117,Middle Green River Purchase,,King Conservation District,47.5,-122.3,Middle Green River Purchase: purchase of high priority forest on the Green River to protect habitat from development.,,,{{unlisted}},A:68,n/a,Middle Green River Purchase
370,,118,"Middle Green River Side Channel Restoration at RM 60, MG-1",,{{Unlisted}},47.5,122.3,,2004-04-13T00:00:00,2009-02-20T00:00:00,09-MG-027,B:204,http://waconnect.paladinpanoramic.com/project/250/9048,"Middle Green River Side Channel Restoration at RM 60, MG-1"
371,??merge??,119,Miller/Walker Creek,,WRIA9 Municipalities,47.5,-122.3,"Grants to seven projects including pre-project aquatic monitoring of Elliott Bay shoreline restoration at Olympic Sculpture Park, farm buffer restoration, John Beal citizen patrol of the Duwamish, citizen monitoring of lakes in Maple Valley, purchase of property on Hamm Creek, design of Kent park, natural yard care, agriculture land restoration, preparation to purchase Carosino property on the Duwamish, restoration of Miller/Walker Creek, and monitoring of Lake Sawyer",,,{{unlisted}},A:72,n/a,Miller/Walker Creek
372,??merge??,119.1,Walker Creek,,WRIA9 Municipalities,47.5,-122.3,"The goal of this project was to rehabilitate and restore a degraded portion of middle Walker Creek within the City of Normandy Park. The project site included a portion of Walker Preserve, a local public park, and a neighboring private property site. The site was cleared of invasive vegetation using mechanical equipment. The banks of the stream were regraded and large woody debris and spawning gravel were installed. Jute matting and other erosion control measures were constructed and the site was revegetated with native plants and trees.",,,{{unlisted}},A:126,n/a,Walker Creek
373,??merge??,119.2,Walker Creek Headwaters,,King Conservation District,47.5,-122.3,Acquire 21 acres of wetlands (Walker Creek Headwaters) to protect them from development.,,,{{unlisted}},A:127,n/a,Walker Creek Headwaters
374,??merge??,119.3,Stewards of the Cove - Miller and Walker Creek Restoration,,{{Unlisted}},47.44,-122.36,,2007-01-01T00:00:00,2017-01-01T00:00:00,Lower Green,B:250,http://waconnect.paladinpanoramic.com/project/250/16977,Stewards of the Cove - Miller and Walker Creek Restoration
375,??merge??,119.4,Miller and Walker Creeks Noxious Weed Control Project,,{{Unlisted}},47.45,-122.35,,2005-01-01T00:00:00,2011-12-31T00:00:00,09-MG-18C,B:207,http://waconnect.paladinpanoramic.com/project/250/16957,Miller and Walker Creeks Noxious Weed Control Project
376,??merge??,119.5,Middle Walker Creek and Walker Preserve Stream Habitat Restoration,,{{Unlisted}},47.45,-122.33,,1999-12-21T00:00:00,2000-09-14T00:00:00,09-MG-028,B:205,http://waconnect.paladinpanoramic.com/project/250/16954,Middle Walker Creek and Walker Preserve Stream Habitat Restoration
377,??merge??,120,Mill Creek,,WRIA9 Municipalities,47.5,-122.3,"Design and permitting for four restoration projects at Mill Creek to improve water quality and increase species diversity, including more sustainable habitat to support species of concern including great blue heron, bald eagle and others",,,{{unlisted}},A:69,n/a,Mill Creek
378,??merge??,120.1,Mill Creek ,,WRIA9 Municipalities,47.5,-122.3,"Replace an existing roadside ditch at Springbrook Creek with a natural meandering stream channel with spawning, rearing and storm refuge habitat for migrating salmon.",,,{{unlisted}},A:70,n/a,Mill Creek 
379,??merge??,120.2,Mill Creek Confluence,,WRIA9 Municipalities,47.5,-122.3,"Mill Creek Confluence/Green River Design. A preliminary design project was previously funded by SRFB for Feasibility and 30% Design, project # 05-1519, and was completed in February 2009. This project request is for Final Design and permitting of the Mill Creek Confluence/Green River Restoration Project. The project will create a side channel off the Green River east of the confluence of Mill Creek. A bench is proposed at the mouth of the side channel to provide low-water salmonid habitat. The final design will include the removal of invasive plants, native riparian planting plan including more diversity and density. New off-channel habitat was constructed, log structures designed to maximize salmon habitat, invasive vegetation removed, improved riparian areas to increase diversity, density, and shading.",,,{{unlisted}},A:71,n/a,Mill Creek Confluence
380,??merge??,120.3,"Mill Creek - Lower – Floodplain Wetland Off-Channel Habitat Rehab, LG-7 (Leber)",,{{Unlisted}},47.37,-122.25,,2017-01-01T00:00:00,2020-01-01T00:00:00,09-MG-011,B:189,http://waconnect.paladinpanoramic.com/project/250/8568,"Mill Creek - Lower – Floodplain Wetland Off-Channel Habitat Rehab, LG-7 (Leber)"
381,??merge??,120.4,"Mill Creek  - Lower – Future Project, LG-7",,{{Unlisted}},47.5,122.3,,2012-01-01T00:00:00,2013-01-01T00:00:00,09-MG-010,B:188,http://waconnect.paladinpanoramic.com/project/250/8628,"Mill Creek  - Lower – Future Project, LG-7"
382,??merge??,120.5,Mill Creek Physical/Habitat Survey,,{{Unlisted}},47.5,122.3,,1999-12-21T00:00:00,2001-04-20T00:00:00,09-MG-029,B:206,http://waconnect.paladinpanoramic.com/project/250/13412,Mill Creek Physical/Habitat Survey
383,??merge??,120.6,"Schuler Brothers Reach Rehabilitation - Mill Creek, LG-8",,{{Unlisted}},47.5,122.3,,2005-01-01T00:00:00,2005-12-31T00:00:00,09-UG-003,B:243,http://waconnect.paladinpanoramic.com/project/250/9056,"Schuler Brothers Reach Rehabilitation - Mill Creek, LG-8"
384,,121,Mullen Slough,,King Conservation District,47.5,-122.3,Mullen Slough Restoration: purchase and restore Mullen Slough to improve habitat for fish,,,{{unlisted}},A:73,n/a,Mullen Slough
385,,122,Mullen Slough - Lower - LG-7,,{{Unlisted}},47.5,122.3,,2010-01-01T00:00:00,2010-12-31T00:00:00,09-MG-012,B:190,http://waconnect.paladinpanoramic.com/project/250/8570,Mullen Slough - Lower - LG-7
386,,123,"Myrtle Edwards Park Habitat Rehabilitation, NS-2",,{{Unlisted}},47.63,-122.37,,2009-03-16T00:00:00,2009-09-30T00:00:00,09-MSFEG-8820100,B:208,http://waconnect.paladinpanoramic.com/project/250/8667,"Myrtle Edwards Park Habitat Rehabilitation, NS-2"
387,,124,NE Auburn Creek Rehabilitation LG-5,,{{Unlisted}},47.5,122.3,,2010-12-01T00:00:00,2015-12-31T00:00:00,09-NS-002,B:209,http://waconnect.paladinpanoramic.com/project/250/8697,NE Auburn Creek Rehabilitation LG-5
388,,125,Nearshore and estuarine restoration through oyster introduction,,{{Unlisted}},47.39,-122.43,,2006-01-01T00:00:00,2007-12-31T00:00:00,09-NS-003,B:210,http://waconnect.paladinpanoramic.com/project/250/16992,Nearshore and estuarine restoration through oyster introduction
389,,126,Nearshore Protection Tier 2,,{{Unlisted}},47.5,122.3,,2010-01-01T00:00:00,2011-12-31T00:00:00,09-NS-003M,B:211,http://waconnect.paladinpanoramic.com/project/250/13566,Nearshore Protection Tier 2
390,,127,Nearshore Tier 1,,{{Unlisted}},47.5,122.3,,2010-01-01T00:00:00,2015-01-01T00:00:00,09-NS-004,B:212,http://waconnect.paladinpanoramic.com/project/250/10250,Nearshore Tier 1
391,,128,Needle Creek Slope Stabilization,,{{Unlisted}},47.47,-122.47,,2004-01-01T00:00:00,2005-12-31T00:00:00,09-NS-005A,B:213,http://waconnect.paladinpanoramic.com/project/250/16980,Needle Creek Slope Stabilization
392,??combineorgs,129,"Newaukum Creek Mouth Restoration Between RM 0.0 and 4.3, MG-8",,King County DNR & Parks and subdivision WLRD,47.28,-122.07,"Newaukum Creek Mouth Restoration Project - This project has two components: 1) Placing large woody debris and planting native trees along the lower 4.3 miles of the creek, and 2) reconfiguring the lower 1,800 feet of the creek near the mouth. ",2008-01-01T00:00:00,2014-06-30T00:00:00,09-NS-005B,"A:75, B:214",http://waconnect.paladinpanoramic.com/project/250/9050,Newaukum Creek
393,??combineorgs,130,"Newaukum Creek Restoration, MG-6",,King Conservation District,47.21,-122.01,"Newaukum Creek Passage Barrier Assessment and Replacement Project: Conduct GIS analysis of basin to assess likely passage barriers, conduct field surveys, and design, permit, and remove the top-ranked barrier that is found.",2014-01-01T00:00:00,2015-12-31T00:00:00,09-NS-007,"A:76, B:215",http://waconnect.paladinpanoramic.com/project/250/16975,Newaukum Creek
394,??combineorgs,130.1,Newaukum Creek,,WA Dept. of Ecology,47.5,-122.3,"To address the water quality issues, in 2006 Ecology initiated water quality improvement projects for temperature and dissolved oxygen in the Green River and Newaukum Creek. Ecology, King County, and others cooperated in a summer field study to collect data for the temperature and dissolved oxygen TMDL studies. As part of the TMDL study, Ecology identified the pollution problems and specified how much pollution needs to be reduced to achieve clean water. As a follow-up to the TMDL study, Ecology works with the local community to prepare a water quality implementation plan (WQIP) that details the specific actions needed to improve water quality in the basin. The plan describes management roles, activities, and schedules for partners.",,,{{unlisted}},A:77,n/a,Newaukum Creek
